"Jahr (Endbestand)","Konfession (gruppiert 2) (Sort)","Konfession (gruppiert 2) (lang)","Schweiz / Ausland Heimat historisch (Sort)","Schweiz / Ausland Heimat historisch","Statistische Zone (historisch) (Code)","Statistische Zone (historisch) (5-Stellig)","Statistische Zone (historisch) (Name)","Stadtquartier (historisch) (Num)","Stadtquartier (historisch) (Name)","Stadtkreis (historisch) (Num)","Stadtkreis (historisch) (Name)","Anzahl Personen"
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",6302,"06302","Letzistrasse",63,"Oberstrass",6,"Kreis 6",595
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",6303,"06303","Ottikerstrasse",63,"Oberstrass",6,"Kreis 6",399
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",6304,"06304","Culmannstrasse",63,"Oberstrass",6,"Kreis 6",528
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",6305,"06305","Frauenklinik",63,"Oberstrass",6,"Kreis 6",319
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",6306,"06306","Rigistrasse",63,"Oberstrass",6,"Kreis 6",530
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",6307,"06307","Rigiblick",63,"Oberstrass",6,"Kreis 6",173
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7101,"07101","Heubeeriweg",71,"Fluntern",7,"Kreis 7",411
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7102,"07102","Sonnenbad",71,"Fluntern",7,"Kreis 7",241
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7103,"07103","Bethanien",71,"Fluntern",7,"Kreis 7",459
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7104,"07104","Universitätsspital",71,"Fluntern",7,"Kreis 7",374
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7105,"07105","Platte",71,"Fluntern",7,"Kreis 7",392
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7106,"07106","Zoo",71,"Fluntern",7,"Kreis 7",116
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7201,"07201","Dolder",72,"Hottingen",7,"Kreis 7",29
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7202,"07202","Sonnenberg",72,"Hottingen",7,"Kreis 7",194
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7203,"07203","Doldertal",72,"Hottingen",7,"Kreis 7",255
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7204,"07204","Kinderspital",72,"Hottingen",7,"Kreis 7",686
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7205,"07205","Merkurplatz",72,"Hottingen",7,"Kreis 7",672
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7206,"07206","Pflegerinnenschule",72,"Hottingen",7,"Kreis 7",334
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7207,"07207","Eidmattstrasse",72,"Hottingen",7,"Kreis 7",537
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7301,"07301","Degenried",73,"Hirslanden",7,"Kreis 7",378
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7302,"07302","Klusplatz",73,"Hirslanden",7,"Kreis 7",676
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7303,"07303","Hegibachplatz",73,"Hirslanden",7,"Kreis 7",949
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7401,"07401","Buchzelgstrasse",74,"Witikon",7,"Kreis 7",739
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7402,"07402","Carl Spitteler-Strasse",74,"Witikon",7,"Kreis 7",667
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7403,"07403","Eierbrecht",74,"Witikon",7,"Kreis 7",555
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7404,"07404","Loorenstrasse",74,"Witikon",7,"Kreis 7",200
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7405,"07405","Glockenacker",74,"Witikon",7,"Kreis 7",240
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7406,"07406","ImTrichtisal",74,"Witikon",7,"Kreis 7",437
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",7407,"07407","Trichtenhausen",74,"Witikon",7,"Kreis 7",407
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8101,"08101","Seebad Utoquai",81,"Seefeld",8,"Kreis 8",220
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8102,"08102","Chinagarten",81,"Seefeld",8,"Kreis 8",486
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8103,"08103","Tiefenbrunnen",81,"Seefeld",8,"Kreis 8",363
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8201,"08201","Holbeinstrasse",82,"Mühlebach",8,"Kreis 8",411
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8202,"08202","Riesbachstrasse",82,"Mühlebach",8,"Kreis 8",227
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8203,"08203","Geranienstrasse",82,"Mühlebach",8,"Kreis 8",454
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8204,"08204","In der Mühle",82,"Mühlebach",8,"Kreis 8",231
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8301,"08301","Neumünster",83,"Weinegg",8,"Kreis 8",160
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8302,"08302","Botanischer Garten",83,"Weinegg",8,"Kreis 8",151
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8303,"08303","Burghölzli",83,"Weinegg",8,"Kreis 8",430
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",8304,"08304","Rehalp",83,"Weinegg",8,"Kreis 8",459
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9101,"09101","Brünneliacker",91,"Albisrieden",9,"Kreis 9",281
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9102,"09102","In den Rütenen",91,"Albisrieden",9,"Kreis 9",496
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9103,"09103","Bockhornstrasse",91,"Albisrieden",9,"Kreis 9",376
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9104,"09104","Zollfreilager",91,"Albisrieden",9,"Kreis 9",749
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9105,"09105","In der Ey",91,"Albisrieden",9,"Kreis 9",843
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9106,"09106","Mühlezelgstrasse",91,"Albisrieden",9,"Kreis 9",451
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9107,"09107","Letzigraben",91,"Albisrieden",9,"Kreis 9",296
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9108,"09108","Sackzelg",91,"Albisrieden",9,"Kreis 9",239
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9109,"09109","Espenhof",91,"Albisrieden",9,"Kreis 9",965
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9201,"09201","Dunkelhölzli",92,"Altstetten",9,"Kreis 9",851
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9202,"09202","Loogartenstrasse",92,"Altstetten",9,"Kreis 9",461
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9203,"09203","Eichbühl",92,"Altstetten",9,"Kreis 9",403
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9204,"09204","Buchlern",92,"Altstetten",9,"Kreis 9",705
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9205,"09205","Dachslernstrasse",92,"Altstetten",9,"Kreis 9",558
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9206,"09206","Bachmattstrasse",92,"Altstetten",9,"Kreis 9",346
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9207,"09207","Werdhölzli",92,"Altstetten",9,"Kreis 9",154
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9208,"09208","Hardhof",92,"Altstetten",9,"Kreis 9",28
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9209,"09209","Altstetterplatz",92,"Altstetten",9,"Kreis 9",276
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9210,"09210","Calandastrasse",92,"Altstetten",9,"Kreis 9",203
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9211,"09211","Zwyssigstrasse",92,"Altstetten",9,"Kreis 9",324
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9212,"09212","Grimselstrasse",92,"Altstetten",9,"Kreis 9",284
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9213,"09213","Edelweissstrasse",92,"Altstetten",9,"Kreis 9",300
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9214,"09214","Letzigrund",92,"Altstetten",9,"Kreis 9",304
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9215,"09215","Juchhof",92,"Altstetten",9,"Kreis 9",91
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",9216,"09216","Grünaustrasse",92,"Altstetten",9,"Kreis 9",373
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10101,"10101","Riedhof",101,"Höngg",10,"Kreis 10",1005
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10102,"10102","Hönggerberg",101,"Höngg",10,"Kreis 10",870
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10103,"10103","Imbisbühlstrasse",101,"Höngg",10,"Kreis 10",758
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10104,"10104","Werdinsel",101,"Höngg",10,"Kreis 10",507
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10105,"10105","ETH Hönggerberg",101,"Höngg",10,"Kreis 10",3
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10106,"10106","Bauherrenstrasse",101,"Höngg",10,"Kreis 10",452
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10107,"10107","Grossmannstrasse",101,"Höngg",10,"Kreis 10",585
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10108,"10108","Waidbad",101,"Höngg",10,"Kreis 10",494
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10109,"10109","Rütihof",101,"Höngg",10,"Kreis 10",886
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10110,"10110","Gsteigstrasse",101,"Höngg",10,"Kreis 10",579
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10201,"10201","Waidspital",102,"Wipkingen",10,"Kreis 10",296
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10202,"10202","Im Sydefädeli",102,"Wipkingen",10,"Kreis 10",735
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10203,"10203","Zschokkestrasse",102,"Wipkingen",10,"Kreis 10",400
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10204,"10204","Rosengartenstrasse",102,"Wipkingen",10,"Kreis 10",341
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10205,"10205","Röschibachstrasse",102,"Wipkingen",10,"Kreis 10",554
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10206,"10206","Schubertstrasse",102,"Wipkingen",10,"Kreis 10",714
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",10207,"10207","Letten",102,"Wipkingen",10,"Kreis 10",537
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11101,"11101","Katzensee",111,"Affoltern",11,"Kreis 11",560
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11102,"11102","Furttalstrasse",111,"Affoltern",11,"Kreis 11",357
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11103,"11103","Zehntenhausplatz",111,"Affoltern",11,"Kreis 11",810
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11104,"11104","Schauenbergstrasse",111,"Affoltern",11,"Kreis 11",1267
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11105,"11105","Schützenmatt",111,"Affoltern",11,"Kreis 11",364
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11106,"11106","Hürststrasse",111,"Affoltern",11,"Kreis 11",722
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11107,"11107","Reckenholz",111,"Affoltern",11,"Kreis 11",784
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11501,"11501","Affolternstrasse",115,"Oerlikon",11,"Kreis 11",895
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11502,"11502","Holunderhof",115,"Oerlikon",11,"Kreis 11",296
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11503,"11503","Albin Zollinger-Platz",115,"Oerlikon",11,"Kreis 11",692
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11504,"11504","Marktplatz Oerlikon",115,"Oerlikon",11,"Kreis 11",346
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11505,"11505","Stadthof",115,"Oerlikon",11,"Kreis 11",375
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11506,"11506","Messegelände",115,"Oerlikon",11,"Kreis 11",280
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11507,"11507","Magdalenenstrasse",115,"Oerlikon",11,"Kreis 11",384
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11508,"11508","Berninaplatz",115,"Oerlikon",11,"Kreis 11",497
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11509,"11509","Gorwiden",115,"Oerlikon",11,"Kreis 11",327
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11510,"11510","Murwiesenstrasse",115,"Oerlikon",11,"Kreis 11",141
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11901,"11901","Köschenrüti",119,"Seebach",11,"Kreis 11",719
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11902,"11902","Schwandenholz",119,"Seebach",11,"Kreis 11",754
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11903,"11903","Rickenstrasse",119,"Seebach",11,"Kreis 11",322
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11904,"11904","Höhenring",119,"Seebach",11,"Kreis 11",748
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11905,"11905","Ausserdorfstrasse",119,"Seebach",11,"Kreis 11",218
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11906,"11906","Eichrain",119,"Seebach",11,"Kreis 11",586
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11907,"11907","Sandacker",119,"Seebach",11,"Kreis 11",198
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11908,"11908","Grünhaldenstrasse",119,"Seebach",11,"Kreis 11",344
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",11909,"11909","Leutschenbach",119,"Seebach",11,"Kreis 11",261
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",12101,"12101","Hagenholz",121,"Saatlen",12,"Kreis 12",379
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",12102,"12102","Dreispitz",121,"Saatlen",12,"Kreis 12",805
"2012",1,"evangelisch-reformiert",1,"SchweizerInnen",12103,"12103","Auzelg",121,"Saatlen",12,"Kreis 12",100
